ticker,cap_tier,group,step_n_features,feature_combo,state,feature_index,feature_name,mu,sigma,occupancy_pct
AAPL,large,bb,2,20-day return + 60-day return,1,0,20-day return,0.04794358470061293,0.07030292189971828,50.81618168914124
AAPL,large,bb,2,20-day return + 60-day return,1,1,60-day return,0.19424765370680444,0.10404189056252669,50.81618168914124
AAPL,large,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,0.0048399617999991896,0.09634197325982367,50.10645848119234
AAPL,large,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.03986689350718906,0.1006260843742445,50.10645848119234
AAPL,large,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,0.03836785864041278,0.14811814085845404,50.10645848119234
AAPL,large,bb,3,20-day return + 60-day return + 100-day return,1,0,20-day return,0.04572477628522599,0.06914653668171937,49.893541518807666
AAPL,large,bb,3,20-day return + 60-day return + 100-day return,1,1,60-day return,0.19458858521955966,0.10625577329419361,49.893541518807666
AAPL,large,bb,3,20-day return + 60-day return + 100-day return,1,2,100-day return,0.21894815086247066,0.20892142198811708,49.893541518807666
MSFT,large,vol,1,daily return,0,0,daily return,-0.00013250106123056753,0.032347149829841694,14.740440076906644
MSFT,large,vol,1,daily return,1,0,daily return,0.0010204758065967007,0.011540098290781719,85.25955992309335
MSFT,large,vol,2,daily return + rolling volatility,0,0,daily return,7.0154435609281e-05,0.02688151718163703,27.1736808374279
MSFT,large,vol,2,daily return + rolling volatility,0,1,rolling volatility,0.02450801725787546,0.009865247387169377,27.1736808374279
MSFT,large,vol,2,daily return + rolling volatility,1,0,daily return,0.0010799401243296693,0.012193263122813335,72.82631916257209
MSFT,large,vol,2,daily return + rolling volatility,1,1,rolling volatility,0.011485158523614179,0.0035944034111229754,72.82631916257209
MSFT,large,vol,3,daily return + rolling volatility + absolute return,0,0,daily return,-0.011637974594329683,0.012841138848293776,47.21213415936766
MSFT,large,vol,3,daily return + rolling volatility + absolute return,0,1,rolling volatility,0.015489089045044624,0.008896407432367416,47.21213415936766
MSFT,large,vol,3,daily return + rolling volatility + absolute return,0,2,absolute return,0.011690935627532222,0.012792940386491314,47.21213415936766
MSFT,large,vol,3,daily return + rolling volatility + absolute return,1,0,daily return,0.011841055374494744,0.013257341886698179,52.78786584063234
MSFT,large,vol,3,daily return + rolling volatility + absolute return,1,1,rolling volatility,0.01474540521451668,0.007885509255329543,52.78786584063234
MSFT,large,vol,3,daily return + rolling volatility + absolute return,1,2,absolute return,0.011855917310775047,0.013244052665355778,52.78786584063234
MSFT,large,bb,1,20-day return,0,0,20-day return,-0.03266573098375514,0.04682495617165136,45.493257629524486
MSFT,large,bb,1,20-day return,1,0,20-day return,0.06692776173134121,0.04148246355919259,54.506742370475514
MSFT,large,bb,2,20-day return + 60-day return,0,0,20-day return,-0.013032050629414094,0.07008176688521446,43.50603264726757
MSFT,large,bb,2,20-day return + 60-day return,0,1,60-day return,-0.030788028524092306,0.06484670465023758,43.50603264726757
MSFT,large,bb,2,20-day return + 60-day return,1,0,20-day return,0.04982245561158994,0.047487154993211454,56.49396735273243
MSFT,large,bb,2,20-day return + 60-day return,1,1,60-day return,0.1419646639376011,0.06360031162828332,56.49396735273243
MSFT,large,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,-0.003589239578871571,0.08051413946879082,35.27324343506032
MSFT,large,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.0361914357235715,0.07465829019938364,35.27324343506032
MSFT,large,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,-0.029138409299279366,0.09666028928727666,35.27324343506032
MSFT,large,bb,3,20-day return + 60-day return + 100-day return,1,0,20-day return,0.036670654113356384,0.05161892014101079,64.72675656493966
MSFT,large,bb,3,20-day return + 60-day return + 100-day return,1,1,60-day return,0.12293194221501484,0.07562138726329787,64.72675656493966
MSFT,large,bb,3,20-day return + 60-day return + 100-day return,1,2,100-day return,0.18791553644245626,0.08816584325015826,64.72675656493966
JPM,large,vol,1,daily return,0,0,daily return,0.0005251213953454642,0.049616901071533964,16.449476607562485
JPM,large,vol,1,daily return,1,0,daily return,0.0007495400035647078,0.0127061217469017,83.55052339243751
JPM,large,vol,2,daily return + rolling volatility,0,0,daily return,0.0006165351346097285,0.04280104749021143,23.499252296517838
